SELECTED_ASOS_ID,CLIENT,FACILITY_NAME,T03,WDR,GST,TMP,PSN,PRA,PZR,WSP,DPT,SITE,FORECAST_TIME,PPL
DAL,EsteMauder,Sunrise Logistics Hub,22,6,14,65,0,63,0,9,61,DAL,1743692791095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,20,8,15,69,0,49,0,9,63,DAL,1743703591095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,19,18,13,72,0,6,0,8,64,DAL,1743714391095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,17,33,10,72,0,8,0,7,62,DAL,1743725191095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,16,36,9,67,0,13,0,6,60,DAL,1743735991095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,17,5,9,66,0,12,0,6,60,DAL,1743746791095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,18,7,11,66,0,52,0,7,62,DAL,1743757591095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,26,11,12,66,0,55,0,7,64,DAL,1743768391095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,24,14,16,69,0,83,0,10,67,DAL,1743779191095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,26,17,20,72,0,74,0,12,67,DAL,1743789991095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,40,22,19,71,0,54,0,11,65,DAL,1743800791095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,45,33,13,68,0,80,0,8,61,DAL,1743811591095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,36,36,11,64,0,86,0,7,60,DAL,1743822391095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,29,36,10,62,0,96,0,7,59,DAL,1743833191095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,36,35,14,61,0,97,0,9,58,DAL,1743843991095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,36,36,16,58,0,94,0,10,56,DAL,1743854791095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,20,36,19,59,0,76,0,11,55,DAL,1743865591095784000,0
DAL,EsteMauder,Sunrise Logistics Hub,8,35,20,61,0,67,0,11,54,DAL,1743876391095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,29,16,46,0,0,0,8,8,BDU,1743638791095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,32,7,38,0,0,0,3,12,BDU,1743649591095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,26,4,35,0,0,0,1,15,BDU,1743660391095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,23,2,33,5,0,0,1,15,BDU,1743671191095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,0,1,31,4,0,0,0,16,BDU,1743681991095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,0,3,38,13,0,0,0,18,BDU,1743692791095784000,0
BDU,EsteMauder,Northpoint Warehouse,2,6,10,39,47,3,0,5,22,BDU,1743703591095784000,0
BDU,EsteMauder,Northpoint Warehouse,5,6,12,40,11,36,0,6,26,BDU,1743714391095784000,0
BDU,EsteMauder,Northpoint Warehouse,8,4,11,38,12,35,0,5,27,BDU,1743725191095784000,0
BDU,EsteMauder,Northpoint Warehouse,6,36,6,35,27,27,0,2,29,BDU,1743735991095784000,0
BDU,EsteMauder,Northpoint Warehouse,2,36,4,33,11,6,0,1,28,BDU,1743746791095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,30,3,31,7,5,0,1,26,BDU,1743757591095784000,0
BDU,EsteMauder,Northpoint Warehouse,0,30,3,29,6,1,0,1,25,BDU,1743768391095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,4,5,35,25,8,0,2,27,BDU,1743779191095784000,0
BDU,EsteMauder,Northpoint Warehouse,3,3,16,37,68,29,0,9,27,BDU,1743789991095784000,0
BDU,EsteMauder,Northpoint Warehouse,5,3,20,38,34,49,0,12,26,BDU,1743800791095784000,0
BDU,EsteMauder,Northpoint Warehouse,4,3,23,36,40,43,0,12,25,BDU,1743811591095784000,0
BDU,EsteMauder,Northpoint Warehouse,5,2,16,33,90,8,0,7,24,BDU,1743822391095784000,0
BDU,EsteMauder,Northpoint Warehouse,3,3,9,30,98,0,0,4,23,BDU,1743833191095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,2,6,28,82,0,0,2,22,BDU,1743843991095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,3,3,25,73,0,0,1,21,BDU,1743854791095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,5,3,30,33,0,0,1,20,BDU,1743865591095784000,0
BDU,EsteMauder,Northpoint Warehouse,1,8,6,36,27,1,0,3,19,BDU,1743876391095784000,0
BUF,EsteMauder,Ironclad Foundry,15,15,23,48,0,46,0,14,39,BUF,1743638791095784000,0
BUF,EsteMauder,Highland Data Center,15,15,23,48,0,46,0,14,39,BUF,1743638791095784000,0
BUF,EsteMauder,Ironclad Foundry,19,18,30,52,0,40,0,18,42,BUF,1743649591095784000,0
BUF,EsteMauder,Highland Data Center,19,18,30,52,0,40,0,18,42,BUF,1743649591095784000,0
BUF,EsteMauder,Ironclad Foundry,20,19,33,55,0,31,0,19,46,BUF,1743660391095784000,0
BUF,EsteMauder,Highland Data Center,20,19,33,55,0,31,0,19,46,BUF,1743660391095784000,0
BUF,EsteMauder,Ironclad Foundry,18,20,33,58,0,84,0,19,50,BUF,1743671191095784000,0
BUF,EsteMauder,Highland Data Center,18,20,33,58,0,84,0,19,50,BUF,1743671191095784000,0
BUF,EsteMauder,Ironclad Foundry,7,21,34,60,0,60,0,19,53,BUF,1743681991095784000,0
BUF,EsteMauder,Highland Data Center,7,21,34,60,0,60,0,19,53,BUF,1743681991095784000,0
BUF,EsteMauder,Ironclad Foundry,5,24,31,61,0,47,0,19,54,BUF,1743692791095784000,0
BUF,EsteMauder,Highland Data Center,5,24,31,61,0,47,0,19,54,BUF,1743692791095784000,0
BUF,EsteMauder,Ironclad Foundry,3,24,32,58,0,4,0,20,49,BUF,1743703591095784000,0
BUF,EsteMauder,Highland Data Center,3,24,32,58,0,4,0,20,49,BUF,1743703591095784000,0
BUF,EsteMauder,Ironclad Foundry,0,24,30,56,0,1,0,18,43,BUF,1743714391095784000,0
BUF,EsteMauder,Highland Data Center,0,24,30,56,0,1,0,18,43,BUF,1743714391095784000,0
BUF,EsteMauder,Ironclad Foundry,0,25,21,51,0,0,0,14,39,BUF,1743725191095784000,0
BUF,EsteMauder,Highland Data Center,0,25,21,51,0,0,0,14,39,BUF,1743725191095784000,0
BUF,EsteMauder,Ironclad Foundry,0,28,12,49,0,3,0,9,38,BUF,1743735991095784000,0
BUF,EsteMauder,Highland Data Center,0,28,12,49,0,3,0,9,38,BUF,1743735991095784000,0
BUF,EsteMauder,Ironclad Foundry,0,28,6,44,0,3,0,6,35,BUF,1743746791095784000,0
BUF,EsteMauder,Highland Data Center,0,28,6,44,0,3,0,6,35,BUF,1743746791095784000,0
BUF,EsteMauder,Ironclad Foundry,0,30,4,42,0,5,0,4,33,BUF,1743757591095784000,0
BUF,EsteMauder,Highland Data Center,0,30,4,42,0,5,0,4,33,BUF,1743757591095784000,0
BUF,EsteMauder,Ironclad Foundry,0,30,4,40,0,7,0,3,32,BUF,1743768391095784000,0
BUF,EsteMauder,Highland Data Center,0,30,4,40,0,7,0,3,32,BUF,1743768391095784000,0
BUF,EsteMauder,Ironclad Foundry,0,34,5,46,0,12,0,5,31,BUF,1743779191095784000,0
BUF,EsteMauder,Highland Data Center,0,34,5,46,0,12,0,5,31,BUF,1743779191095784000,0
BUF,EsteMauder,Ironclad Foundry,0,36,7,51,0,0,0,6,31,BUF,1743789991095784000,0
BUF,EsteMauder,Highland Data Center,0,36,7,51,0,0,0,6,31,BUF,1743789991095784000,0
BUF,EsteMauder,Ironclad Foundry,0,3,8,53,0,1,0,7,30,BUF,1743800791095784000,0
BUF,EsteMauder,Highland Data Center,0,3,8,53,0,1,0,7,30,BUF,1743800791095784000,0
BUF,EsteMauder,Ironclad Foundry,0,6,7,48,0,3,0,7,31,BUF,1743811591095784000,0
BUF,EsteMauder,Highland Data Center,0,6,7,48,0,3,0,7,31,BUF,1743811591095784000,0
BUF,EsteMauder,Ironclad Foundry,0,8,9,46,0,33,0,7,31,BUF,1743822391095784000,0
BUF,EsteMauder,Highland Data Center,0,8,9,46,0,33,0,7,31,BUF,1743822391095784000,0
BUF,EsteMauder,Ironclad Foundry,1,9,11,46,0,53,0,8,33,BUF,1743833191095784000,0
BUF,EsteMauder,Highland Data Center,1,9,11,46,0,53,0,8,33,BUF,1743833191095784000,0
BUF,EsteMauder,Ironclad Foundry,5,10,12,46,0,90,0,9,37,BUF,1743843991095784000,0
BUF,EsteMauder,Highland Data Center,5,10,12,46,0,90,0,9,37,BUF,1743843991095784000,0
BUF,EsteMauder,Ironclad Foundry,15,14,14,49,0,99,0,10,42,BUF,1743854791095784000,0
BUF,EsteMauder,Highland Data Center,15,14,14,49,0,99,0,10,42,BUF,1743854791095784000,0
BUF,EsteMauder,Ironclad Foundry,8,18,16,55,0,98,0,11,47,BUF,1743865591095784000,0
BUF,EsteMauder,Highland Data Center,8,18,16,55,0,98,0,11,47,BUF,1743865591095784000,0
BUF,EsteMauder,Ironclad Foundry,8,21,19,58,0,79,0,12,50,BUF,1743876391095784000,0
BUF,EsteMauder,Highland Data Center,8,21,19,58,0,79,0,12,50,BUF,1743876391095784000,0
CQT,EsteMauder,Starview Aerospace Facility,2,26,24,62,0,0,0,13,42,CQT,1743638791095784000,0
CQT,EsteMauder,Starview Aerospace Facility,1,30,18,57,0,0,0,10,42,CQT,1743649591095784000,0
CQT,EsteMauder,Starview Aerospace Facility,1,27,10,53,0,0,0,4,42,CQT,1743660391095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,5,7,51,0,0,0,3,43,CQT,1743671191095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,7,6,48,0,0,0,2,43,CQT,1743681991095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,8,6,51,0,1,0,2,44,CQT,1743692791095784000,0
CQT,EsteMauder,Starview Aerospace Facility,1,12,7,60,0,1,0,3,45,CQT,1743703591095784000,0
CQT,EsteMauder,Starview Aerospace Facility,3,21,13,64,0,18,0,8,45,CQT,1743714391095784000,0
CQT,EsteMauder,Starview Aerospace Facility,7,25,14,60,0,18,0,8,46,CQT,1743725191095784000,0
CQT,EsteMauder,Starview Aerospace Facility,3,23,8,56,0,0,0,4,47,CQT,1743735991095784000,0
CQT,EsteMauder,Starview Aerospace Facility,1,9,5,53,0,0,0,2,48,CQT,1743746791095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,6,4,51,0,16,0,1,47,CQT,1743757591095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,6,4,49,0,16,0,2,46,CQT,1743768391095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,7,5,51,0,0,0,2,46,CQT,1743779191095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,20,6,62,0,0,0,2,47,CQT,1743789991095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,23,14,66,0,0,0,8,47,CQT,1743800791095784000,0
CQT,EsteMauder,Starview Aerospace Facility,1,25,18,64,0,0,0,10,47,CQT,1743811591095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,27,13,59,0,0,0,6,46,CQT,1743822391095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,32,6,56,0,0,0,3,45,CQT,1743833191095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,7,6,52,0,0,0,2,45,CQT,1743843991095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,4,6,50,0,0,0,2,44,CQT,1743854791095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,3,6,54,0,0,0,2,44,CQT,1743865591095784000,0
CQT,EsteMauder,Starview Aerospace Facility,0,23,6,67,0,0,0,3,44,CQT,1743876391095784000,0
SFF,EsteMauder,Redwood Aviation Complex,10,25,12,52,0,9,0,9,32,SFF,1743638791095784000,0
SFF,EsteMauder,Redwood Aviation Complex,6,20,8,46,0,17,0,4,34,SFF,1743649591095784000,0
SFF,EsteMauder,Redwood Aviation Complex,4,23,6,43,0,7,0,3,35,SFF,1743660391095784000,0
SFF,EsteMauder,Redwood Aviation Complex,3,23,5,40,0,19,0,3,34,SFF,1743671191095784000,0
SFF,EsteMauder,Redwood Aviation Complex,3,22,4,37,0,2,0,2,33,SFF,1743681991095784000,0
SFF,EsteMauder,Redwood Aviation Complex,2,23,5,40,0,3,0,2,34,SFF,1743692791095784000,0
SFF,EsteMauder,Redwood Aviation Complex,1,28,7,48,0,4,0,4,33,SFF,1743703591095784000,0
SFF,EsteMauder,Redwood Aviation Complex,6,32,8,53,0,3,0,4,29,SFF,1743714391095784000,0
SFF,EsteMauder,Redwood Aviation Complex,4,36,8,52,0,16,0,5,29,SFF,1743725191095784000,0
SFF,EsteMauder,Redwood Aviation Complex,2,6,4,45,0,0,0,1,31,SFF,1743735991095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,1,3,40,0,0,0,1,31,SFF,1743746791095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,36,0,0,0,0,29,SFF,1743757591095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,32,0,0,0,0,28,SFF,1743768391095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,3,38,0,0,0,0,30,SFF,1743779191095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,7,5,50,0,0,0,2,30,SFF,1743789991095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,2,5,57,0,0,0,1,27,SFF,1743800791095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,36,5,57,0,0,0,2,25,SFF,1743811591095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,49,0,0,0,0,29,SFF,1743822391095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,42,0,0,0,0,30,SFF,1743833191095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,38,0,0,0,0,29,SFF,1743843991095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,34,0,0,0,0,29,SFF,1743854791095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,2,40,0,0,0,0,30,SFF,1743865591095784000,0
SFF,EsteMauder,Redwood Aviation Complex,0,0,3,54,0,0,0,0,31,SFF,1743876391095784000,0
TPF,EsteMauder,Summerset Cold Storage,13,20,7,81,0,19,0,5,70,TPF,1743638791095784000,0
TPF,EsteMauder,Summerset Cold Storage,6,12,10,79,0,3,0,7,69,TPF,1743649591095784000,0
TPF,EsteMauder,Summerset Cold Storage,1,13,13,75,0,2,0,9,69,TPF,1743660391095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,12,13,73,0,0,0,9,69,TPF,1743671191095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,12,13,73,0,0,0,9,69,TPF,1743681991095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,14,15,80,0,0,0,10,69,TPF,1743692791095784000,0
TPF,EsteMauder,Summerset Cold Storage,1,14,13,85,0,0,0,9,67,TPF,1743703591095784000,0
TPF,EsteMauder,Summerset Cold Storage,2,17,12,87,0,1,0,8,66,TPF,1743714391095784000,0
TPF,EsteMauder,Summerset Cold Storage,3,18,8,83,0,2,0,6,68,TPF,1743725191095784000,0
TPF,EsteMauder,Summerset Cold Storage,1,12,9,79,0,19,0,6,69,TPF,1743735991095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,12,11,75,0,1,0,8,69,TPF,1743746791095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,11,11,73,0,0,0,8,68,TPF,1743757591095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,11,12,73,0,16,0,8,68,TPF,1743768391095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,13,13,79,0,0,0,9,66,TPF,1743779191095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,14,12,85,0,0,0,8,64,TPF,1743789991095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,15,11,87,0,0,0,7,63,TPF,1743800791095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,17,9,83,0,1,0,6,66,TPF,1743811591095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,11,8,78,0,1,0,5,67,TPF,1743822391095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,12,11,75,0,1,0,7,67,TPF,1743833191095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,13,11,72,0,0,0,7,67,TPF,1743843991095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,13,12,72,0,0,0,8,68,TPF,1743854791095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,15,14,79,0,1,0,9,67,TPF,1743865591095784000,0
TPF,EsteMauder,Summerset Cold Storage,0,17,13,85,0,1,0,9,64,TPF,1743876391095784000,0
BKF,EsteMauder,Aspen Biotech Center,0,17,6,30,3,0,0,3,16,BKF,1743671191095784000,0
BKF,EsteMauder,Western Energy Refinery,0,17,6,30,3,0,0,3,16,BKF,1743671191095784000,0
BKF,EsteMauder,Aspen Biotech Center,0,14,6,30,3,0,0,3,16,BKF,1743681991095784000,0
BKF,EsteMauder,Western Energy Refinery,0,14,6,30,3,0,0,3,16,BKF,1743681991095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,8,9,36,34,0,0,4,20,BKF,1743692791095784000,0
BKF,EsteMauder,Western Energy Refinery,1,8,9,36,34,0,0,4,20,BKF,1743692791095784000,0
BKF,EsteMauder,Aspen Biotech Center,2,5,14,38,46,20,0,9,22,BKF,1743703591095784000,0
BKF,EsteMauder,Western Energy Refinery,2,5,14,38,46,20,0,9,22,BKF,1743703591095784000,0
BKF,EsteMauder,Aspen Biotech Center,5,4,16,40,32,12,0,10,25,BKF,1743714391095784000,0
BKF,EsteMauder,Western Energy Refinery,5,4,16,40,32,12,0,10,25,BKF,1743714391095784000,0
BKF,EsteMauder,Aspen Biotech Center,10,2,14,37,46,28,0,10,26,BKF,1743725191095784000,0
BKF,EsteMauder,Western Energy Refinery,10,2,14,37,46,28,0,10,26,BKF,1743725191095784000,0
BKF,EsteMauder,Aspen Biotech Center,5,3,10,33,24,6,0,6,27,BKF,1743735991095784000,0
BKF,EsteMauder,Western Energy Refinery,5,3,10,33,24,6,0,6,27,BKF,1743735991095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,32,8,32,27,21,0,4,28,BKF,1743746791095784000,0
BKF,EsteMauder,Western Energy Refinery,1,32,8,32,27,21,0,4,28,BKF,1743746791095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,28,7,31,7,2,0,4,27,BKF,1743757591095784000,0
BKF,EsteMauder,Western Energy Refinery,1,28,7,31,7,2,0,4,27,BKF,1743757591095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,32,8,30,7,0,0,5,26,BKF,1743768391095784000,0
BKF,EsteMauder,Western Energy Refinery,1,32,8,30,7,0,0,5,26,BKF,1743768391095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,35,12,34,55,2,0,7,28,BKF,1743779191095784000,0
BKF,EsteMauder,Western Energy Refinery,1,35,12,34,55,2,0,7,28,BKF,1743779191095784000,0
BKF,EsteMauder,Aspen Biotech Center,3,35,20,37,54,10,0,13,25,BKF,1743789991095784000,0
BKF,EsteMauder,Western Energy Refinery,3,35,20,37,54,10,0,13,25,BKF,1743789991095784000,0
BKF,EsteMauder,Aspen Biotech Center,6,1,24,38,62,29,0,16,23,BKF,1743800791095784000,0
BKF,EsteMauder,Western Energy Refinery,6,1,24,38,62,29,0,16,23,BKF,1743800791095784000,0
BKF,EsteMauder,Aspen Biotech Center,6,2,25,34,52,28,0,17,23,BKF,1743811591095784000,0
BKF,EsteMauder,Western Energy Refinery,6,2,25,34,52,28,0,17,23,BKF,1743811591095784000,0
BKF,EsteMauder,Aspen Biotech Center,5,2,24,30,85,14,0,16,22,BKF,1743822391095784000,0
BKF,EsteMauder,Western Energy Refinery,5,2,24,30,85,14,0,16,22,BKF,1743822391095784000,0
BKF,EsteMauder,Aspen Biotech Center,3,2,20,28,94,0,0,13,22,BKF,1743833191095784000,0
BKF,EsteMauder,Western Energy Refinery,3,2,20,28,94,0,0,13,22,BKF,1743833191095784000,0
BKF,EsteMauder,Aspen Biotech Center,2,36,16,26,87,0,0,10,20,BKF,1743843991095784000,0
BKF,EsteMauder,Western Energy Refinery,2,36,16,26,87,0,0,10,20,BKF,1743843991095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,1,13,25,78,0,0,8,18,BKF,1743854791095784000,0
BKF,EsteMauder,Western Energy Refinery,1,1,13,25,78,0,0,8,18,BKF,1743854791095784000,0
BKF,EsteMauder,Aspen Biotech Center,1,36,12,28,39,0,0,7,18,BKF,1743865591095784000,0
BKF,EsteMauder,Western Energy Refinery,1,36,12,28,39,0,0,7,18,BKF,1743865591095784000,0
BKF,EsteMauder,Aspen Biotech Center,0,34,12,34,33,0,0,7,15,BKF,1743876391095784000,0
BKF,EsteMauder,Western Energy Refinery,0,34,12,34,33,0,0,7,15,BKF,1743876391095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,13,9,8,83,0,3,0,4,66,ATT,1743638791095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,12,10,10,76,0,8,0,5,67,ATT,1743649591095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,9,14,14,74,0,14,0,6,69,ATT,1743660391095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,16,16,13,73,0,17,0,6,70,ATT,1743671191095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,14,16,11,72,0,18,0,4,69,ATT,1743681991095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,11,17,10,74,0,17,0,4,69,ATT,1743692791095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,9,17,11,81,0,17,0,4,69,ATT,1743703591095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,4,15,11,87,0,0,0,4,66,ATT,1743714391095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,5,14,10,86,0,0,0,4,65,ATT,1743725191095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,8,14,13,78,0,17,0,6,68,ATT,1743735991095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,11,15,15,75,0,17,0,7,70,ATT,1743746791095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,16,15,17,74,0,28,0,7,71,ATT,1743757591095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,17,15,16,73,0,42,0,7,70,ATT,1743768391095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,14,16,19,75,0,46,0,8,70,ATT,1743779191095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,16,17,21,81,0,57,0,8,70,ATT,1743789991095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,20,18,21,84,0,32,0,9,68,ATT,1743800791095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,20,15,18,81,0,36,0,8,67,ATT,1743811591095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,22,14,18,74,0,46,0,8,67,ATT,1743822391095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,19,15,17,72,0,54,0,7,69,ATT,1743833191095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,23,18,17,70,0,74,0,7,67,ATT,1743843991095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,26,28,15,67,0,65,0,6,65,ATT,1743854791095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,15,32,16,65,0,32,0,7,59,ATT,1743865591095784000,0
ATT,EsteMauder,Willow Creek Textile Mill,9,33,17,70,0,28,0,7,57,ATT,1743876391095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,1,27,17,60,0,0,0,11,45,SAN,1743638791095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,2,27,14,57,0,19,0,9,47,SAN,1743649591095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,5,25,11,57,0,7,0,7,48,SAN,1743660391095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,5,26,10,56,0,19,0,6,47,SAN,1743671191095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,4,25,9,52,0,12,0,5,47,SAN,1743681991095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,4,23,7,55,0,9,0,4,47,SAN,1743692791095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,3,23,9,59,0,6,0,6,47,SAN,1743703591095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,4,23,14,61,0,0,0,9,47,SAN,1743714391095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,5,24,11,59,0,0,0,8,47,SAN,1743725191095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,2,23,5,57,0,0,0,3,48,SAN,1743735991095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,12,4,55,0,0,0,1,48,SAN,1743746791095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,0,4,53,0,0,0,0,47,SAN,1743757591095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,0,4,50,0,0,0,0,46,SAN,1743768391095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,9,4,53,0,0,0,1,47,SAN,1743779191095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,27,5,61,0,0,0,4,48,SAN,1743789991095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,1,27,12,63,0,0,0,8,49,SAN,1743800791095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,2,28,11,62,0,0,0,8,50,SAN,1743811591095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,31,6,58,0,0,0,3,50,SAN,1743822391095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,35,4,56,0,0,0,2,50,SAN,1743833191095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,4,4,54,0,0,0,1,48,SAN,1743843991095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,6,4,51,0,0,0,1,47,SAN,1743854791095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,6,4,54,0,0,0,1,48,SAN,1743865591095784000,0
SAN,EsteMauder,Maplewood Packaging Plant,0,27,5,64,0,0,0,4,49,SAN,1743876391095784000,0
FTY,EsteMauder,Metro Auto Assembly,15,16,17,81,0,5,0,8,59,FTY,1743638791095784000,0
FTY,EsteMauder,Metro Auto Assembly,10,16,16,75,0,1,0,8,62,FTY,1743649591095784000,0
FTY,EsteMauder,Metro Auto Assembly,2,17,15,70,0,1,0,7,62,FTY,1743660391095784000,0
FTY,EsteMauder,Metro Auto Assembly,1,15,13,67,0,0,0,5,62,FTY,1743671191095784000,0
FTY,EsteMauder,Metro Auto Assembly,1,16,12,67,0,0,0,5,63,FTY,1743681991095784000,0
FTY,EsteMauder,Metro Auto Assembly,1,19,17,75,0,0,0,9,64,FTY,1743692791095784000,0
FTY,EsteMauder,Metro Auto Assembly,4,19,20,81,0,20,0,11,62,FTY,1743703591095784000,0
FTY,EsteMauder,Metro Auto Assembly,5,19,19,86,0,0,0,10,59,FTY,1743714391095784000,0
FTY,EsteMauder,Metro Auto Assembly,7,17,13,82,0,0,0,6,58,FTY,1743725191095784000,0
FTY,EsteMauder,Metro Auto Assembly,3,17,12,75,0,0,0,5,60,FTY,1743735991095784000,0
FTY,EsteMauder,Metro Auto Assembly,1,18,12,70,0,0,0,4,61,FTY,1743746791095784000,0
FTY,EsteMauder,Metro Auto Assembly,0,18,9,67,0,0,0,3,61,FTY,1743757591095784000,0
FTY,EsteMauder,Metro Auto Assembly,0,16,8,66,0,17,0,2,62,FTY,1743768391095784000,0
FTY,EsteMauder,Metro Auto Assembly,0,18,13,77,0,0,0,7,63,FTY,1743779191095784000,0
