SELECTED_ASOS_ID,CLIENT,FACILITY_NAME,I06,S06,FORECAST_TIME,Q06,SITE,P06
RDU,EsteMauder,Summit Manufacturing,0,0,1743703591095784000,0,RDU,2
RDU,EsteMauder,Summit Manufacturing,0,0,1743725191095784000,0,RDU,13
RDU,EsteMauder,Summit Manufacturing,0,0,1743746791095784000,0,RDU,1
RDU,EsteMauder,Summit Manufacturing,0,0,1743768391095784000,0,RDU,1
RDU,EsteMauder,Summit Manufacturing,0,0,1743789991095784000,0,RDU,0
RDU,EsteMauder,Summit Manufacturing,0,0,1743811591095784000,0,RDU,4
RDU,EsteMauder,Summit Manufacturing,0,0,1743833191095784000,0,RDU,8
RDU,EsteMauder,Summit Manufacturing,0,0,1743854791095784000,0,RDU,2
RDU,EsteMauder,Summit Manufacturing,0,0,1743876391095784000,0,RDU,0
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743660391095784000,0,RDU,10
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743681991095784000,0,RDU,20
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743703591095784000,0,RDU,2
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743725191095784000,0,RDU,13
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743746791095784000,0,RDU,1
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743768391095784000,0,RDU,1
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743789991095784000,0,RDU,0
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743811591095784000,0,RDU,4
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743833191095784000,0,RDU,8
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743854791095784000,0,RDU,2
RDU,EsteMauder,Gateway Transportation Depot,0,0,1743876391095784000,0,RDU,0
